有一点儿	有一点儿 abit
按照	按照 according
根据	根据 according accordingto root
报道	报道 account
叙述	叙述 account description recite
痛痛	痛痛 ache
疼痛	疼痛 ache hurt pain
药房	药房 achemist'sshop
达到	达到 achieve cometo go reach
取得	取得 achieve get
功绩	功绩 achievement
成就	成就 achievement success
横过	横过 across
穿过	穿过 across cross cross runacross through
对面	对面 across
表演	表演 act actout perform performance play
演出	演出 act performance putonperformances
条例	条例 act
行动	行动 act action
做事	做事 act
担任	担任 actas
充当	充当 actas
行为	行为 action deed
活动	活动 action activity movement
一杯	一杯 acupof
公元	公元 AD
增加	增加 add bringin increase raise
添加	添加 add
住址	住址 address
总计	总计 addupto inall
钦佩	钦佩 admire
赞美	赞美 admire
羡慕	羡慕 admire envy
接纳	接纳 admit
容纳	容纳 admit
采纳	采纳 adopt
一滴	一滴 adropof
推进	推进 advance pushon
促进	促进 advance speed
前进	前进 advance forward march
优点	优点 advantage virtue
好处	好处 advantage benefit
冒险	冒险 adventure
奇遇	奇遇 adventure
副词	副词 adverb
广告	广告 advertisement poster
忠告	忠告 advice
劝告	劝告 advice
建议	建议 advice suggest suggestion
飞机	飞机 aeroplane aircraft plane
一些	一些 afew anumberof any bit some
事情	事情 affair matter thing
事件	事件 affair event thing
影响	影响 affect effect influence leadto
感动	感动 affect
提供	提供 afford bringout offer provide
买花	买花 afford
害怕	害怕 afraid beafraid beafraidof fear
担心	担心 afraid worry worryabout
非洲	非洲 Africa
在后	在后 after
后来	后来 after afterward afterwards byandby later then
以后	以后 after afterward byandby infuture later
之后	之后 after later
毕竟	毕竟 afterall
终究	终究 afterall
不久	不久 afterawhile byandby inashortwhile later presently shortly soon
课后	课后 afterclass
下午	下午 afternoon noon pm
午后	午后 afternoon pm
反对	反对 against goagainst oppose
对着	对着 against
汽油	汽油 agasstation gas petrol
年龄	年龄 age
以前	以前 ago atonetime before onceuponatime
许多	许多 agood alot alotof anumberof dozensof greatmany heap lot lotsof more much scoresof
很多	很多 agood alotof greatmany lot lotsof
大量	大量 agreatdeal alot alotof heap lotsof mass plenty scoresof
同意	同意 agree nod permission will yes
应允	应允 agree
赞成	赞成 agree
契约	契约 agreement
协定	协定 agreement
一致	一致 agreement
商定	商定 agreeon
决定	决定 agreeon decide decision determination determine fix makeupone'smind turnin
农业	农业 agriculture
农艺	农艺 agriculture
一群	一群 agroupof herd troop
一组	一组 agroupof
啊哈	啊哈 aha
向前	向前 ahead along forward
优于	优于 aheadof
帮助	帮助 aid favour favor help
援助	援助 aid
瞄准	瞄准 aim takeaim
目标	目标 aim goal object
目的	目的 aim order purpose
空气	空气 air atmosphere
大气	大气 air atmosphere
一种	一种 akindof asortof
一类	一类 akindof
艾尔	艾尔 Al
哎呀	哎呀 alas Dearme oh well
一点	一点 alittle bit bitbybit
少量	少量 alittle
活着	活着 alive live
全部	全部 all through
全体	全体 all
一直	一直 allalong allthetime always
始终	始终 allalong allthetime
整夜	整夜 allnightlong
终生	终生 allone'slife
到处	到处 allover around everywhere hereandthere
结束	结束 allover complete end endup finish over
遍及	遍及 allover over throughout
允许	允许 allow permission permission permit
准许	准许 allow
行了	行了 allright
好吧	好吧 allright
好了	好了 allright
仍然	仍然 allthesame however still yet
还是	还是 allthesame or
几乎	几乎 almost nearly
独自	独自 alone
沿着	沿着 along
顺着	顺着 along
已经	已经 already
虽然	虽然 although though
完全	完全 altogether atall quilt
总共	总共 altogether
总是	总是 always ever
永远	永远 always ever forever
美国	美国 America theStates theUnitedStates
美洲	美洲 America
刚才	刚才 amomentago just justnow
总数	总数 amount
数值	数值 amount
娱乐	娱乐 amuse amusement fun
逗乐	逗乐 amuse tickle
一个	一个 an one
祖宗	祖宗 ancestor
祖先	祖先 ancestor
等等	等等 andsoon etc
晚报	晚报 aneveningpaper
愤怒	愤怒 anger
发怒	发怒 anger
动物	动物 animal creature
牲畜	牲畜 animal
安妮	安妮 Annie
宣告	宣告 announce
宣布	宣布 announce declare
发表	发表 announce
通告	通告 announcement
通知	通知 announcement inform information instruct notice
再一	再一 another
别的	别的 another else other
回答	回答 answer reply
答复	答复 answer reply
回信	回信 answer
答案	答案 answer key
蚂蚁	蚂蚁 ant
蚜虫	蚜虫 antcow
蚁牛	蚁牛 antcow
鹿角	鹿角 antler
若干	若干 anumberof some
什么	什么 any what
一对	一对 apairof couple pair
一双	一双 apairof pair
一副	一副 apairof service
除去	除去 apartfrom
一伙	一伙 apartyof
一批	一批 apartyof
一张	一张 apieceof
一片	一片 apieceof
一块	一块 apieceof
一堆	一堆 apileof heap
名胜	名胜 aplaceofinterest
道歉	道歉 apologize apology
谢罪	谢罪 apologize
认错	认错 apology
出现	出现 appear appearance arise occur takeplace turnup
显得	显得 appear look
好像	好像 appear though look
露面	露面 appearance
苹果	苹果 apple
申请	申请 application
欣赏	欣赏 appreciate enjoyment
感激	感激 appreciate owe
四月	四月 April
建筑	建筑 architecture build
面积	面积 area
地点	地点 area place spot
区域	区域 area district zone
地面	地面 area floor ground land
地区	地区 area district region
争论	争论 argue argument debate
辩论	辩论 argue argument debate discussion
论据	论据 argument
升起	升起 arise rise risen
算术	算术 arithmetic
手臂	手臂 arm
胳膊	胳膊 arm
军队	军队 army troop
唤醒	唤醒 arouse awake wakeup
引起	引起 arouse attract cause create setfireto
激起	激起 arouse
整理	整理 arrange arrangement clearup
分类	分类 arrange
排列	排列 arrange
安排	安排 arrange arrangement settle
筹备	筹备 arrange arrangement
逮捕	逮捕 arrest
拘捕	拘捕 arrest
到来	到来 arrival
到达	到达 arrival arrive get getto reach turnup
来到	来到 arrive come
艺术	艺术 art
美术	美术 art
文章	文章 article
论文	论文 article paper
冠词	冠词 article
由于	由于 as asaresult becauseof nowthat since thanksto
因为	因为 as because becauseof
作为	作为 as
其实	其实 asamatteroffact
结果	结果 asaresult effect result
因此	因此 asaresult so therefore
相同	相同 asas
一套	一套 asetof service set suit
灰烬	灰烬 ash
惭愧	惭愧 ashamed
害臊	害臊 ashamed
近路	近路 ashortcut
捷径	捷径 ashortcut
亚洲	亚洲 Asia
好象	好象 asif seem
好似	好似 asif though
请求	请求 ask askfor askforsth beg pray request
要求	要求 ask callfor demand desire request require requirement
询问	询问 askfor
向要	向要 askfor askforsth
熟睡	熟睡 asleep
只要	只要 aslongas soasto solongas
助手	助手 assistant mate
助理	助理 assistant
一就	一就 assoonas
惊讶	惊讶 astonishment
既也	既也 aswellas
根本	根本 atall
全然	全然 atall
每次	每次 atatime
一次	一次 atatime once
起先	起先 atfirst
最后	最后 atlast attheend finally intheend last next
终于	终于 atlast finally intheend
至少	至少 atleast
起码	起码 atleast
夜里	夜里 atnight
晚上	晚上 atnight evening
中午	中午 atnoon noon
原子	原子 atom
立刻	立刻 atonce inaminute innotime rightaway rightnow shortly
马上	马上 atonce rightnow
自费	自费 atone'sownexpense
曾经	曾经 atonetime ever
目前	目前 atpresent
现在	现在 atpresent now nowadays present thesedays today
进攻	进攻 attack
攻击	攻击 attack
袭击	袭击 attack comeat
试图	试图 attempt seek try
尝试	尝试 attempt
出席	出席 attend
参加	参加 attend enter join joinin takepartin
看护	看护 attend
照料	照料 attend care lookafter takecareof tend
服侍	服侍 attend
注意	注意 attention care mind notice payattentionto
关心	关心 attention care carefor mind thinkof
起初	起初 atthebeginningof
开始	开始 atthebeginningof begin beginning first opening setout start
尽头	尽头 attheend
最迟	最迟 atthelatest
至迟	至迟 atthelatest
支配	支配 atthemercyof control
摆布	摆布 atthemercyof
至多	至多 atthemost
同时	同时 atthesametime meanwhile
然而	然而 atthesametime however though yet
态度	态度 attitude manner
看法	看法 attitude opinion view
八月	八月 August
伯母	伯母 aunt
舅母	舅母 aunt
作家	作家 author writer
作者	作者 author writer
秋天	秋天 autumn
秋季	秋季 autumn fall
平均	平均 average onaverage
避免	避免 avoid
回避	回避 avoid
躲开	躲开 avoid
离开	离开 away getout goaway leave moveaway off out
远离	远离 away byawayfrom farfrom
婴儿	婴儿 baby
后面	后面 back
向后	向后 back backward
背部	背部 back
背脊	背脊 back
退后	退后 back
后院	后院 backyard
坏的	坏的 bad
非常	非常 badly extra extremely greatly highly much so such very verymuch
提包	提包 bag
口袋	口袋 bag
书包	书包 bag
袋子	袋子 bag
行李	行李 baggage luggage pack
平衡	平衡 balance
舞会	舞会 ball
气球	气球 balloon
竹子	竹子 bamboo
禁止	禁止 ban forbid
禁令	禁令 ban
香蕉	香蕉 banana
银行	银行 bank
栅栏	栅栏 bar fence
议价	议价 bargain
吠叫	吠叫 bark
基础	基础 base
基地	基地 base
水盆	水盆 basin
脸盆	脸盆 basin
篮子	篮子 basket
篓子	篓子 basket
篮球	篮球 basketball
球拍	球拍 bat
蝙蝠	蝙蝠 bat
洗澡	洗澡 bath
澡盆	澡盆 bath
浴室	浴室 bath bathroom
冲洗	冲洗 bathe develop
洗浴	洗浴 bathe
游泳	游泳 bathe goswimming haveaswim skating swimming swim
澡堂	澡堂 bathroom
战役	战役 battle campaign
会战	会战 battle
战斗	战斗 battle fight
战场	战场 battlefield
海湾	海湾 bay gulf
刺刀	刺刀 bayonet
成为	成为 be become get go
即将	即将 beaboutto
海滩	海滩 beach
河滩	河滩 beach
恐怕	恐怕 beafraid
寻找	寻找 beafter inone'ssearchof insearchof lookfor search
寻求	寻求 beafter inone'ssearchof
横梁	横梁 beam
豆腐	豆腐 beancurd
担忧	担忧 beanxiousabout fear
熊国	熊国 BearCountry
胡须	胡须 beard
跳动	跳动 beat beat
敲打	敲打 beat strike
打胜	打胜 beat
打赢	打赢 beat
打死	打死 beattodeath
美丽	美丽 beauty
美人	美人 beauty
当心	当心 becareful lookout mind
小心	小心 becareful care
变得	变得 become get turinto
覆盖	覆盖 becoveredwith cover
铺盖	铺盖 bedclothes
卧室	卧室 bedroom
蜜蜂	蜜蜂 bee
牛肉	牛肉 beef
蜂箱	蜂箱 beehive hive
啤酒	啤酒 beer
适合	适合 befitfor fit fitinwith suit
胜任	胜任 befitfor
喜欢	喜欢 befondof carefor delight enjoy like love
爱好	爱好 befondof goinfor
很快	很快 beforelong innotime soon
恳求	恳求 beg
乞讨	乞讨 beg
开端	开端 beginning first origin
起源	起源 beginning origin root
善于	善于 begoodat goodat
擅长	擅长 begoodat
生物	生物 being creature
恋爱	恋爱 beinlovewith
迟到	迟到 belatefor late
相信	相信 belief believe believein dependon trust
信任	信任 belief believein trust
信念	信念 belief faith
信仰	信仰 belief faith
认为	认为 believe consider insist regardas think
风箱	风箱 bellows
属于	属于 belong belongto datefrom
附属	附属 belong
沉思	沉思 belostinthought
向下	向下 below down downward
腰带	腰带 belt
已婚	已婚 bemarried
长凳	长凳 bench
弯曲	弯曲 bend
利益	利益 benefit
得益	得益 benefit
弯的	弯的 bent
进行	进行 beon carryout held hold
展览	展览 beonshow exhibition
高兴	高兴 bepleased delight happy joy pleasure
自豪	自豪 beproudof pride
柏林	柏林 Berlin
就坐	就坐 beseated takeone'sseat
坐下	坐下 beseated haveaseat takeaseat
靠近	靠近 beside by close near nextto
还有	还有 besides
此外	此外 besides
打赌	打赌 bet
贝蒂	贝蒂 Betty
值得	值得 beworth
做的	做的 beworth
超出	超出 beyond
圣经	圣经 Bible theBible
大的	大的 big large
帐单	帐单 bill check
法案	法案 bill
议案	议案 bill
纸币	纸币 bill note
十亿	十亿 billion
百亿	百亿 billion
无数	无数 billion
禽类	禽类 bird
鸟笼	鸟笼 birdcage cage
出生	出生 birth born
诞生	诞生 birth
生日	生日 birthday
饼干	饼干 biscuit
主教	主教 bishop
渐次	渐次 bitbybit
苦的	苦的 bitter
黑板	黑板 blackboard
铁匠	铁匠 blacksmith
责备	责备 blame criticize scold
责怪	责怪 blame
谴责	谴责 blame
毛毯	毛毯 blanket carpet
毯子	毯子 blanket
出血	出血 bleed
流血	流血 bleed
保佑	保佑 bless
祝福	祝福 bless
瞎的	瞎的 blind
大块	大块 block
阻塞	阻塞 block choke
阻挡	阻挡 block holdup
开花	开花 bloom
打击	打击 blow hit shock
爆炸	爆炸 blow breakout explode
爆裂	爆裂 blow burst
刮走	刮走 blowaway
吹走	吹走 blowaway
蓝色	蓝色 blue
木板	木板 board plank
小船	小船 boat
鲍勃	鲍勃 Bob
身体	身体 body
尸体	尸体 body
躯体	躯体 body
健身	健身 bodybuilding
健美	健美 bodybuilding
沸腾	沸腾 boil
炸弹	炸弹 bomb
骨头	骨头 bone
书籍	书籍 book
书签	书签 bookmark
书商	书商 bookseller
书店	书店 bookstore
边缘	边缘 border edge
边界	边界 border
厌烦	厌烦 bore
借用	借用 borrow makeuseof
领班	领班 boss
老板	老板 boss
植物	植物 botany plant
两者	两者 both
两人	两人 both
双方	双方 both
两个	两个 bothand double
既又	既又 bothand
打扰	打扰 bother disturb interrupt
扰乱	扰乱 bother disturb
麻烦	麻烦 bother trouble
瓶子	瓶子 bottle
底部	底部 bottom
末端	末端 bottom
弹起	弹起 bounce
跳跃	跳跃 bounce leap
鞠躬	鞠躬 bow
屈服	屈服 bow givein
箱子	箱子 box case chest
盒子	盒子 box case chest
匣子	匣子 box
拳击	拳击 box boxing
男孩	男孩 boy
支架	支架 brace
脑子	脑子 brain
脑力	脑力 brain
智能	智能 brain
刹车	刹车 brake
制动	制动 brake
枝条	枝条 branch
支流	支流 branch creek
部门	部门 branch department section
勇敢	勇敢 bravery
大胆	大胆 bravery
面包	面包 bread
终止	终止 break stop
中断	中断 break
脱离	脱离 breakawayfrom
打破	打破 breakawayfrom
分解	分解 breakdown breakup
早餐	早餐 breakfast
早饭	早饭 breakfast
闯入	闯入 breakinto
打断	打断 breakoff interrupt
折断	折断 breakoff
发生	发生 breakout comeabout happen occur takeplace
腐蚀	腐蚀 breakup
胸膛	胸膛 breast
胸部	胸部 breast chest
呼吸	呼吸 breath breathe
气息	气息 breath
砖块	砖块 brick
带来	带来 bring
拿来	拿来 bring
引人	引人 bringin
取出	取出 bringout out takeout
推出	推出 bringout
教育	教育 bringup educate education
